city_ascii,admin_name,admin_name_ascii
Semri,Madhya Pradesh,Madhya Pradesh
Parauli,Bih?r,Bihar
Virapandiyanpattanam,Tamil N?du,Tamil Nadu
Kamargani,West Bengal,West Bengal
Dumra,Bih?r,Bihar
Vemulanarva,Andhra Pradesh,Andhra Pradesh
Nazira,West Bengal,West Bengal
Kondaparti,Andhra Pradesh,Andhra Pradesh
Ekalbehri,Madhya Pradesh,Madhya Pradesh
Sirsa,Bih?r,Bihar
Vardhamankota,Andhra Pradesh,Andhra Pradesh
Gobindpura,Punjab,Punjab
Dakpatthar,Uttar?khand,Uttarakhand
Kannulu,Karn?taka,Karnataka
Sangi,Bih?r,Bihar
Salehpur,Bih?r,Bihar
Atmakur,Andhra Pradesh,Andhra Pradesh
Arrapalli,Andhra Pradesh,Andhra Pradesh
Thikri,Madhya Pradesh,Madhya Pradesh
Dabhaura,Madhya Pradesh,Madhya Pradesh
Naruar,Bih?r,Bihar
Berchha,Madhya Pradesh,Madhya Pradesh
Gangadhar,Andhra Pradesh,Andhra Pradesh
Dodarasinakere,Karn?taka,Karnataka
Minakshipuram,Tamil N?du,Tamil Nadu
Kanhai,Bih?r,Bihar
Udburu,Jh?rkhand,Jharkhand
Khundawandpur,Bih?r,Bihar
Navani,Tamil N?du,Tamil Nadu
Ekhari,Bih?r,Bihar
Khaspur,Bih?r,Bihar
Jalkaura,Bih?r,Bihar
Kaikaram,Andhra Pradesh,Andhra Pradesh
Vatakemuri,Kerala,Kerala
Rampur Rajwa,Bih?r,Bihar
Somvarpet,Karn?taka,Karnataka
Mallampalli,Andhra Pradesh,Andhra Pradesh
Barwadih,Jh?rkhand,Jharkhand
Madhopur,Bih?r,Bihar
Raun,Madhya Pradesh,Madhya Pradesh
Atari,Punjab,Punjab
Manbazar,West Bengal,West Bengal
Valaiyampattu,Tamil N?du,Tamil Nadu
Paharpur,Bih?r,Bihar
Madhura,Bih?r,Bihar
Janapul,West Bengal,West Bengal
Adivala,Karn?taka,Karnataka
Sendamangalam,Tamil N?du,Tamil Nadu
Kalladai,Tamil N?du,Tamil Nadu
Sikandarpur,Bih?r,Bihar
Manchenahalli,Karn?taka,Karnataka
Rampur Parhat,Bih?r,Bihar
Khagam,,
Trovagunta,Andhra Pradesh,Andhra Pradesh
Kujri,Bih?r,Bihar
Anjukulippatti,Tamil N?du,Tamil Nadu
Dhantola,West Bengal,West Bengal
Bagor,R?jasth?n,Rajasthan
Nathana,Punjab,Punjab
Ranigaon,R?jasth?n,Rajasthan
Mangrawan,Bih?r,Bihar
Muddada,Andhra Pradesh,Andhra Pradesh
Ilami,Jh?rkhand,Jharkhand
Devmaudaldal,Madhya Pradesh,Madhya Pradesh
Baghduma,Bih?r,Bihar
Kaithwar,Bih?r,Bihar
Valtoha,Punjab,Punjab
Madhuban Bediban,Bih?r,Bihar
Karath,Bih?r,Bihar
Mehdipur,Bih?r,Bihar
Narayanraopet,Andhra Pradesh,Andhra Pradesh
Hesarghatta,Karn?taka,Karnataka
Malaudh,Punjab,Punjab
Katigang,West Bengal,West Bengal
Nadimpalem,Andhra Pradesh,Andhra Pradesh
Ekchari,Bih?r,Bihar
Viralimalai,Tamil N?du,Tamil Nadu
Tepperumalnallur,Tamil N?du,Tamil Nadu
Durgi,Andhra Pradesh,Andhra Pradesh
Periya Pattanam,Mizoram,Mizoram
Gudalur,Tamil N?du,Tamil Nadu
Bimun,Jammu and Kashm?r,Jammu and Kashmir
Molagavalli,Andhra Pradesh,Andhra Pradesh
Musapur,Bih?r,Bihar
Malaimachchampatti,Tamil N?du,Tamil Nadu
Israna,Hary?na,Haryana
Sundarsi,Madhya Pradesh,Madhya Pradesh
Elurpatti,Tamil N?du,Tamil Nadu
Asahni,Bih?r,Bihar
Marne,Karn?taka,Karnataka
Alawalpur,Punjab,Punjab
Uppur,Karn?taka,Karnataka
Inole,Andhra Pradesh,Andhra Pradesh
Gangapur,Bih?r,Bihar
Gold,Jammu and Kashm?r,Jammu and Kashmir
Kerap,Bih?r,Bihar
Idumbavanam,Tamil N?du,Tamil Nadu
Narsingi,Andhra Pradesh,Andhra Pradesh
Bijeraghogarh,Madhya Pradesh,Madhya Pradesh
Khawad,Gujar?t,Gujarat
Erikolam,Kerala,Kerala
Kadanadu,Tamil N?du,Tamil Nadu
Kommuru,Andhra Pradesh,Andhra Pradesh
Gonghaur,Bih?r,Bihar
Raitar,Bih?r,Bihar
Dhanga,Bih?r,Bihar
Kankanalapalle,Andhra Pradesh,Andhra Pradesh
Pipra,Bih?r,Bihar
Chewara,Bih?r,Bihar
Harlakhi,Bih?r,Bihar
Rasol,Odisha,Odisha
Ghosrawan,Bih?r,Bihar
Saidoke,Punjab,Punjab
Medleri,Karn?taka,Karnataka
Khanpur Khairanti,Bih?r,Bihar
Bairiya,Bih?r,Bihar
Elurupadu,Andhra Pradesh,Andhra Pradesh
Aurahi,Bih?r,Bihar
Dibraghani,Bih?r,Bihar
Vadakethara,Kerala,Kerala
Ghanipur Bejha,Bih?r,Bihar
Basni,Uttar Pradesh,Uttar Pradesh
Budalur,Tamil N?du,Tamil Nadu
Anjehalli,Tamil N?du,Tamil Nadu
Naurhiya,Madhya Pradesh,Madhya Pradesh
Sadiqpur Maraul,Bih?r,Bihar
Bendarhalli,Karn?taka,Karnataka
Simarbani,Bih?r,Bihar
Sivamalai,Tamil N?du,Tamil Nadu
Jawasa,Madhya Pradesh,Madhya Pradesh
Bobil,Bih?r,Bihar
Sarpamari,Assam,Assam
Nirna,Karn?taka,Karnataka
Iawar,Madhya Pradesh,Madhya Pradesh
Khari,Jammu and Kashm?r,Jammu and Kashmir
Muhammadganj,Bih?r,Bihar
Dharir,West Bengal,West Bengal
Kallayi,Kerala,Kerala
Mohanpur,Bih?r,Bihar
Kovilpatti,Tamil N?du,Tamil Nadu
Danau Kandimarg,Jammu and Kashm?r,Jammu and Kashmir
Ramdeora,R?jasth?n,Rajasthan
Ponneri,Tamil N?du,Tamil Nadu
Ramkali,West Bengal,West Bengal
Pettampalaiyam,Tamil N?du,Tamil Nadu
Devarapalle,Andhra Pradesh,Andhra Pradesh
Uppalaguptam,Andhra Pradesh,Andhra Pradesh
Singhana,Madhya Pradesh,Madhya Pradesh
Taisar,Jh?rkhand,Jharkhand
Hazrat Shiura,Bih?r,Bihar
Vempatti,Andhra Pradesh,Andhra Pradesh
Jamunamukh,Assam,Assam
Ukwa,Madhya Pradesh,Madhya Pradesh
Gaurdah,Bih?r,Bihar
Kadimetla,Andhra Pradesh,Andhra Pradesh
Jhabrera,Uttar?khand,Uttarakhand
Sarakkayhalli,Tamil N?du,Tamil Nadu
Kharagbani,Bih?r,Bihar
Kakarati,Madhya Pradesh,Madhya Pradesh
Rangapuram,Andhra Pradesh,Andhra Pradesh
Tirubhuvane,Tamil N?du,Tamil Nadu
Pumalakkundu,Tamil N?du,Tamil Nadu
Bakharia,Bih?r,Bihar
Ukhai Purbari Patti,Bih?r,Bihar
Hamira,Punjab,Punjab
Barjhar,Madhya Pradesh,Madhya Pradesh
Hathaura,Bih?r,Bihar
Chhapera,Madhya Pradesh,Madhya Pradesh
Tandarampattu,Tamil N?du,Tamil Nadu
Baisuhalli,Tamil N?du,Tamil Nadu
Barahpur,Bih?r,Bihar
Langhnaj,Gujar?t,Gujarat
Tiruvaduturai,Tamil N?du,Tamil Nadu
Muppalla,Andhra Pradesh,Andhra Pradesh
Tadangam,Tamil N?du,Tamil Nadu
Bagchini,Madhya Pradesh,Madhya Pradesh
Mahalgaon,Bih?r,Bihar
Bayaram,Andhra Pradesh,Andhra Pradesh
Kirangur,Karn?taka,Karnataka
Chinnampalaiyam,Tamil N?du,Tamil Nadu
Asudapuram,Andhra Pradesh,Andhra Pradesh
Chilmil,Bih?r,Bihar
Chiman,Punjab,Punjab
Qutubpur,Bih?r,Bihar
Barpathar,Assam,Assam
Kalaikunda,West Bengal,West Bengal
Ladhuka,Punjab,Punjab
Chandwara,Jh?rkhand,Jharkhand
Bhogapuram,Andhra Pradesh,Andhra Pradesh
Parol,,
Nattakkadaiyur,Tamil N?du,Tamil Nadu
Katuria,Bih?r,Bihar
Takkali,Tamil N?du,Tamil Nadu
Mallappadi,Tamil N?du,Tamil Nadu
Manteswar,West Bengal,West Bengal
Kesli,Madhya Pradesh,Madhya Pradesh
Nulivedu,Andhra Pradesh,Andhra Pradesh
Chinnakkavundanur,Tamil N?du,Tamil Nadu
Boddikurapadu,Andhra Pradesh,Andhra Pradesh
Jaffar Khanpet,Andhra Pradesh,Andhra Pradesh
Harpur,Bih?r,Bihar
Tarawan,Bih?r,Bihar
Pelagor,Bih?r,Bihar
Sujapur,Bih?r,Bihar
Sosale,Karn?taka,Karnataka
Borna,Bih?r,Bihar
Hasanpura,Bih?r,Bihar
Nagayalanka,Andhra Pradesh,Andhra Pradesh
Unao,Uttar Pradesh,Uttar Pradesh
Telkathu,Bih?r,Bihar
Kalvarpatti,Tamil N?du,Tamil Nadu
Maihma Sarja,Punjab,Punjab
Jahangirpur Salkhani,Bih?r,Bihar
Baisa,Bih?r,Bihar
Timmapuram,Andhra Pradesh,Andhra Pradesh
Rudraprayag,Uttar?khand,Uttarakhand
Janpur,Bih?r,Bihar
Chianki,Jh?rkhand,Jharkhand
Ralla,Punjab,Punjab
Pangunattam,Tamil N?du,Tamil Nadu
Rupahi,Assam,Assam
Patchur,Tamil N?du,Tamil Nadu
Mariyadau,Madhya Pradesh,Madhya Pradesh
Khajuri,Bih?r,Bihar
Satravada,Andhra Pradesh,Andhra Pradesh
Pasraha,Bih?r,Bihar
Draksharama,Andhra Pradesh,Andhra Pradesh
Uranganpatti,Tamil N?du,Tamil Nadu
Mumaradikop,Karn?taka,Karnataka
Honganur,Karn?taka,Karnataka
Isua,Bih?r,Bihar
Kanajanahalli,Karn?taka,Karnataka
Khandaich,Bih?r,Bihar
Modavandisatyamangalam,Tamil N?du,Tamil Nadu
Kharahara,Bih?r,Bihar
Dahi,Madhya Pradesh,Madhya Pradesh
Asarhi,Bih?r,Bihar
Lagunia Raghukanth,Bih?r,Bihar
Kollankulam,Tamil N?du,Tamil Nadu
Kunnattur,Tamil N?du,Tamil Nadu
Uppalapadu,Andhra Pradesh,Andhra Pradesh
Chicholi,Madhya Pradesh,Madhya Pradesh
Majhariya,Bih?r,Bihar
Bhachhi,Bih?r,Bihar
Thakurainia,Bih?r,Bihar
Bhadran,Gujar?t,Gujarat
Anandpur,Bih?r,Bihar
Gainrha,Bih?r,Bihar
Deokali,Bih?r,Bihar
Rajapudi,Andhra Pradesh,Andhra Pradesh
Punnaikkayal,Tamil N?du,Tamil Nadu
Oppicherla,Andhra Pradesh,Andhra Pradesh
Pappampatti,Tamil N?du,Tamil Nadu
Alukkuli,Tamil N?du,Tamil Nadu
Chilakhana,West Bengal,West Bengal
Piru,Bih?r,Bihar
Rampur,Bih?r,Bihar
Itiki,Karn?taka,Karnataka
Barnaon,Bih?r,Bihar
Pedda Tumbalam,Andhra Pradesh,Andhra Pradesh
Ganaram,Andhra Pradesh,Andhra Pradesh
Algun,Punjab,Punjab
Samalpur,West Bengal,West Bengal
Gandikunta,Andhra Pradesh,Andhra Pradesh
Bendapudi,Andhra Pradesh,Andhra Pradesh
Katteragandla,Andhra Pradesh,Andhra Pradesh
Sitanagaram,Andhra Pradesh,Andhra Pradesh
Ratangarh,,
Matar,Gujar?t,Gujarat
Ahmadpur,West Bengal,West Bengal
Harbatpur,Uttar?khand,Uttarakhand
Chunakhali,West Bengal,West Bengal
Madhopur,Bih?r,Bihar
Iarpur,West Bengal,West Bengal
Raipur Buzurg,Bih?r,Bihar
Mamidipalli,Andhra Pradesh,Andhra Pradesh
Aranya Kalan,Madhya Pradesh,Madhya Pradesh
Nutakki,Andhra Pradesh,Andhra Pradesh
Kahla,Bih?r,Bihar
Sandalpur,Bih?r,Bihar
Karsaut,Bih?r,Bihar
Vallapuram,Tamil N?du,Tamil Nadu
Kondrukota,Andhra Pradesh,Andhra Pradesh
Vaikuntam,Tamil N?du,Tamil Nadu
Kaujalgi,Karn?taka,Karnataka
Kondayampalaiyam,Tamil N?du,Tamil Nadu
Jajireddigudem,Andhra Pradesh,Andhra Pradesh
Lakkavaram,Andhra Pradesh,Andhra Pradesh
Gudimulakhandrika,Andhra Pradesh,Andhra Pradesh
Gandhwani,Madhya Pradesh,Madhya Pradesh
Badagabettu,Karn?taka,Karnataka
Vallahbhapuram,Andhra Pradesh,Andhra Pradesh
Gangaura Behra,Bih?r,Bihar
Badnor,R?jasth?n,Rajasthan
Nonea,Bih?r,Bihar
Saraunja,Bih?r,Bihar
Kandiyankovil,Tamil N?du,Tamil Nadu
Ottapparai,Tamil N?du,Tamil Nadu
Swamimalai,Tamil N?du,Tamil Nadu
Ghattupal,Andhra Pradesh,Andhra Pradesh
Kharika,Bih?r,Bihar
Kodakkal,Tamil N?du,Tamil Nadu
Kannavam,Kerala,Kerala
Pudukkottai,Tamil N?du,Tamil Nadu
Jambukuttaippatti,Tamil N?du,Tamil Nadu
Chokkalingapuram,Tamil N?du,Tamil Nadu
Badanahatti,Karn?taka,Karnataka
Dhamnod,Madhya Pradesh,Madhya Pradesh
Vadavalam,Tamil N?du,Tamil Nadu
Irungalur,Tamil N?du,Tamil Nadu
Mudhol,Karn?taka,Karnataka
Gothurutha,Kerala,Kerala
Ramayipatti,Tamil N?du,Tamil Nadu
Laheji,Bih?r,Bihar
Damargidda,Andhra Pradesh,Andhra Pradesh
Jamhra,Bih?r,Bihar
Susari,Madhya Pradesh,Madhya Pradesh
Valkurti,Andhra Pradesh,Andhra Pradesh
Kodigenahalli,Karn?taka,Karnataka
Muli,Gujar?t,Gujarat
Chalkari,Jh?rkhand,Jharkhand
Shirguppi,Mah?r?shtra,Maharashtra
Jogaili,Bih?r,Bihar
Mamidipalli,Andhra Pradesh,Andhra Pradesh
Chikkala,Andhra Pradesh,Andhra Pradesh
Sewa,Bih?r,Bihar
Jagannadapuram,Tamil N?du,Tamil Nadu
Himmatpura,Punjab,Punjab
Rajepur,Bih?r,Bihar
Sukkampatti,Tamil N?du,Tamil Nadu
Hirehalli,Karn?taka,Karnataka
Harpur Bhindi,Bih?r,Bihar
Madepalli,Tamil N?du,Tamil Nadu
Nelali,Tamil N?du,Tamil Nadu
Budhma,Bih?r,Bihar
Gudalur,Tamil N?du,Tamil Nadu
Bangaon,Bih?r,Bihar
Dommasandra,Karn?taka,Karnataka
Op,Bih?r,Bihar
Sampgaon,Karn?taka,Karnataka
Banbhag,Bih?r,Bihar
Bariariya Tola Rajpur,Bih?r,Bihar
Halgeri,Karn?taka,Karnataka
Sungal,Jammu and Kashm?r,Jammu and Kashmir
Pilikodu,Kerala,Kerala
Fateh Nangal,Punjab,Punjab
Morubagalu,Andhra Pradesh,Andhra Pradesh
Anjur,Kerala,Kerala
Narayanpur,Karn?taka,Karnataka
Belakvadi,Karn?taka,Karnataka
Chinnayagudem,Andhra Pradesh,Andhra Pradesh
Sansa,Bih?r,Bihar
Mangasamudram,Andhra Pradesh,Andhra Pradesh
Kaithahi,Bih?r,Bihar
Damu,Bih?r,Bihar
Sibkund,Bih?r,Bihar
Nerinjippettai,Tamil N?du,Tamil Nadu
Dihri,Bih?r,Bihar
Bhargaon,Bih?r,Bihar
Malingaon,Bih?r,Bihar
Govindapalle,Andhra Pradesh,Andhra Pradesh
Yenmangandla,Andhra Pradesh,Andhra Pradesh
Basudebpur,West Bengal,West Bengal
Mokri,Bih?r,Bihar
Raipur,Bih?r,Bihar
Chitrada,Andhra Pradesh,Andhra Pradesh
Nandiyalam,Tamil N?du,Tamil Nadu
Tettu,Andhra Pradesh,Andhra Pradesh
Bamaiya Harlal,Bih?r,Bihar
Killimangalam,Kerala,Kerala
Kongnolli,Mah?r?shtra,Maharashtra
Alawandi,Karn?taka,Karnataka
Kaglipur,Karn?taka,Karnataka
Phagu,West Bengal,West Bengal
Sihali Jagir,Uttar Pradesh,Uttar Pradesh
Kuduru,Karn?taka,Karnataka
Dumri,Bih?r,Bihar
Pattiswaram,Tamil N?du,Tamil Nadu
Miryal,Andhra Pradesh,Andhra Pradesh
Odayarpatti,Tamil N?du,Tamil Nadu
Prabhat Pattan,Madhya Pradesh,Madhya Pradesh
Uchti,Bih?r,Bihar
Satghara,Bih?r,Bihar
Tekpanja,West Bengal,West Bengal
Govindapuram,Andhra Pradesh,Andhra Pradesh
Kod,Madhya Pradesh,Madhya Pradesh
Kottapalem,Andhra Pradesh,Andhra Pradesh
Chaukhata,Uttar Pradesh,Uttar Pradesh
Datian,Bih?r,Bihar
Gok,West Bengal,West Bengal
Ambara,Madhya Pradesh,Madhya Pradesh
Sogam,Jammu and Kashm?r,Jammu and Kashmir
Kenar,Bih?r,Bihar
Davuluru,Andhra Pradesh,Andhra Pradesh
Koila Belwa,Bih?r,Bihar
Yeldurti,Andhra Pradesh,Andhra Pradesh
Dasaut,Bih?r,Bihar
Hokur Badasgom,Jammu and Kashm?r,Jammu and Kashmir
Umreth,Madhya Pradesh,Madhya Pradesh
Haripura,Jammu and Kashm?r,Jammu and Kashmir
Bimawan,Bih?r,Bihar
Mauji,Bih?r,Bihar
Majhaulia,Bih?r,Bihar
Periyamuttur,Tamil N?du,Tamil Nadu
Hussepur,Bih?r,Bihar
Daita,West Bengal,West Bengal
Velampatti,Tamil N?du,Tamil Nadu
Bageshwar,Uttar?khand,Uttarakhand
Andiyappanur,Tamil N?du,Tamil Nadu
Mirzanagar,Bih?r,Bihar
Kanasanapalle,Andhra Pradesh,Andhra Pradesh
Gurmia,Bih?r,Bihar
Jamunia,Bih?r,Bihar
Suganwan,Bih?r,Bihar
Pedda Mupparam,Andhra Pradesh,Andhra Pradesh
Marai Kalan,Jh?rkhand,Jharkhand
Hagaranahalli,Karn?taka,Karnataka
Fatehpur Bala,Bih?r,Bihar
Viravada,Andhra Pradesh,Andhra Pradesh
Gidha,Bih?r,Bihar
Ghat Borul,Karn?taka,Karnataka
Alampur,Bih?r,Bihar
Chandpur,West Bengal,West Bengal
Puttai,Tamil N?du,Tamil Nadu
Venkatadripalem,Andhra Pradesh,Andhra Pradesh
Sarauni,Bih?r,Bihar
Saraiya,Bih?r,Bihar
Uppugunduru,Andhra Pradesh,Andhra Pradesh
Tala,Madhya Pradesh,Madhya Pradesh
Udarband,Assam,Assam
Ayanikkad,Kerala,Kerala
Manoke,Punjab,Punjab
Mamnur,Andhra Pradesh,Andhra Pradesh
Khasbalanda,West Bengal,West Bengal
Janhapara,Odisha,Odisha
Warkan,R?jasth?n,Rajasthan
Dadrewa,R?jasth?n,Rajasthan
Charakunda,Andhra Pradesh,Andhra Pradesh
Tajpur,Bih?r,Bihar
Gohi Bishunpur,Bih?r,Bihar
Dharampur,Uttar Pradesh,Uttar Pradesh
Kurichedu,Andhra Pradesh,Andhra Pradesh
Kannal,Andhra Pradesh,Andhra Pradesh
Rampur Khajuriya,Bih?r,Bihar
Sahapur,West Bengal,West Bengal
Nadol,R?jasth?n,Rajasthan
Kaniwara,Madhya Pradesh,Madhya Pradesh
Mali,Bih?r,Bihar
Moman Barodiya,Madhya Pradesh,Madhya Pradesh
Babai Kalan,Madhya Pradesh,Madhya Pradesh
Lakhna,Bih?r,Bihar
Dhauni,Bih?r,Bihar
Madhurapur,Bih?r,Bihar
Narsingi,Andhra Pradesh,Andhra Pradesh
Basdeopur,Bih?r,Bihar
Hatti Mattur,Karn?taka,Karnataka
Harua,West Bengal,West Bengal
Moranha,Assam,Assam
Mishrikot,Karn?taka,Karnataka
Kambaneri Pudukkudi,Tamil N?du,Tamil Nadu
Madhavaram,Andhra Pradesh,Andhra Pradesh
Jangalapalli,Andhra Pradesh,Andhra Pradesh
Urpaar,Punjab,Punjab
Lohara,Uttar Pradesh,Uttar Pradesh
Ugamedi,Gujar?t,Gujarat
Tikar,Gujar?t,Gujarat
Patut,Bih?r,Bihar
Hetanpur,Bih?r,Bihar
Kalicherla,Andhra Pradesh,Andhra Pradesh
Dholbaja,Bih?r,Bihar
Hirehaluhosahalli,Andhra Pradesh,Andhra Pradesh
Rajod,Madhya Pradesh,Madhya Pradesh
Panasapadu,Andhra Pradesh,Andhra Pradesh
Settivaripalle,Andhra Pradesh,Andhra Pradesh
Peddannavaripalle,Andhra Pradesh,Andhra Pradesh
Devanangurichchi,Tamil N?du,Tamil Nadu
Kandra,Jh?rkhand,Jharkhand
Gudluru,Andhra Pradesh,Andhra Pradesh
Chundale,Kerala,Kerala
Kanchanpalli,Andhra Pradesh,Andhra Pradesh
Telaprolu,Andhra Pradesh,Andhra Pradesh
Seydunganallur,Tamil N?du,Tamil Nadu
Khiriawan,Bih?r,Bihar
Kattamuru,Andhra Pradesh,Andhra Pradesh
Hosuru,Andhra Pradesh,Andhra Pradesh
Sanganakallu,Karn?taka,Karnataka
Pulimakkal,Kerala,Kerala
Pedda Pendyala,Andhra Pradesh,Andhra Pradesh
Ponnada,Andhra Pradesh,Andhra Pradesh
Bhirua,Bih?r,Bihar
Barwan,West Bengal,West Bengal
Yekambarakuppam,Andhra Pradesh,Andhra Pradesh
Talevad,Mah?r?shtra,Maharashtra
Mahamda,Bih?r,Bihar
Pararia,Bih?r,Bihar
Lolokhur,Bih?r,Bihar
Kharsawan,Jh?rkhand,Jharkhand
Mudgere,Karn?taka,Karnataka
Tovala,Tamil N?du,Tamil Nadu
Unagatla,Andhra Pradesh,Andhra Pradesh
Sarenja,Bih?r,Bihar
Gazulapalle,Andhra Pradesh,Andhra Pradesh
Sanchi,Madhya Pradesh,Madhya Pradesh
Bayyavaram,Andhra Pradesh,Andhra Pradesh
Kusmaul,Bih?r,Bihar
Karadge,Mah?r?shtra,Maharashtra
Phulhara,Bih?r,Bihar
Vanavasi,Tamil N?du,Tamil Nadu
Sambhu Chak,Bih?r,Bihar
Bawana,Delhi,Delhi
Baba Bakala,Punjab,Punjab
Bhelsi,Madhya Pradesh,Madhya Pradesh
Jasauli Patti,Bih?r,Bihar
Dalavaypattanam,Tamil N?du,Tamil Nadu
Ramnagar,Jammu and Kashm?r,Jammu and Kashmir
Chitvel,Andhra Pradesh,Andhra Pradesh
Munagala,Andhra Pradesh,Andhra Pradesh
Corgao,Goa,Goa
Bikkatti,Tamil N?du,Tamil Nadu
Yellanda,Andhra Pradesh,Andhra Pradesh
Esanai,Tamil N?du,Tamil Nadu
Malior,West Bengal,West Bengal
Kotabommali,Andhra Pradesh,Andhra Pradesh
Borio,Jh?rkhand,Jharkhand
Nawada,Bih?r,Bihar
Ramgarha,Bih?r,Bihar
Khagaur,Bih?r,Bihar
Chinna Kalaiyamputtur,Tamil N?du,Tamil Nadu
Guttikonda,Andhra Pradesh,Andhra Pradesh
Kovvali,Andhra Pradesh,Andhra Pradesh
Balvadi,Madhya Pradesh,Madhya Pradesh
Cholavaram,Tamil N?du,Tamil Nadu
Ramapattanam,Tamil N?du,Tamil Nadu
Mangalpur Gudaria,Bih?r,Bihar
Nanguneri,Tamil N?du,Tamil Nadu
Maldah,Bih?r,Bihar
Khoragachhi,Bih?r,Bihar
Barhagarh,Odisha,Odisha
Penaballi,Andhra Pradesh,Andhra Pradesh
Kilankundal,Tamil N?du,Tamil Nadu
Dumri,Bih?r,Bihar
Periyapodu,Tamil N?du,Tamil Nadu
Kodikkulam,Tamil N?du,Tamil Nadu
Segarai,Tamil N?du,Tamil Nadu
Basaha,Bih?r,Bihar
Channubanda,Andhra Pradesh,Andhra Pradesh
Ayas,West Bengal,West Bengal
Bhadwar,Bih?r,Bihar
Lakhanapuram,Andhra Pradesh,Andhra Pradesh
Potangal,Andhra Pradesh,Andhra Pradesh
Tullukuttinayakkanur,Tamil N?du,Tamil Nadu
Vadasikarambattu,Puducherry,Puducherry
Karor,Bih?r,Bihar
Punjai Lakkapuram,Tamil N?du,Tamil Nadu
Kishtwar,Jammu and Kashm?r,Jammu and Kashmir
Maddur,Andhra Pradesh,Andhra Pradesh
Wabagai,Manipur,Manipur
Kanhauli,Bih?r,Bihar
Tummalacheruvu,Andhra Pradesh,Andhra Pradesh
Tummalacheruvu,Andhra Pradesh,Andhra Pradesh
Allahpur,Madhya Pradesh,Madhya Pradesh
Barhauna,Bih?r,Bihar
Melpanaikkadu,Tamil N?du,Tamil Nadu
Tharike,Punjab,Punjab
Rewahi,Bih?r,Bihar
Palangavangudi,Tamil N?du,Tamil Nadu
Majhariya Sheikh,Bih?r,Bihar
Kurichchi,Tamil N?du,Tamil Nadu
Polakala,Andhra Pradesh,Andhra Pradesh
Makaya,West Bengal,West Bengal
Gurmaila,Bih?r,Bihar
Alwa Tirunagari,Tamil N?du,Tamil Nadu
Khem Karan Saray,Bih?r,Bihar
Balumath,Jh?rkhand,Jharkhand
Nanan,Bih?r,Bihar
Bhagatpur,Bih?r,Bihar
Padakanti,Andhra Pradesh,Andhra Pradesh
Kharsod B,Madhya Pradesh,Madhya Pradesh
Mosrah,Andhra Pradesh,Andhra Pradesh
Khandrauli,Uttar Pradesh,Uttar Pradesh
Bhataulia,Bih?r,Bihar
Agadallanka,Andhra Pradesh,Andhra Pradesh
Ghorbanki,Bih?r,Bihar
Mallaram,Andhra Pradesh,Andhra Pradesh
Gangapatnam,Andhra Pradesh,Andhra Pradesh
Dara,Bih?r,Bihar
Kambur,Tamil N?du,Tamil Nadu
Golakpur,Bih?r,Bihar
Chiranellur,Kerala,Kerala
Kanakpur,West Bengal,West Bengal
Ainapur,Karn?taka,Karnataka
Katahra,Bih?r,Bihar
Ratanpur,Bih?r,Bihar
Mannamangalam,Kerala,Kerala
Muriyad,Kerala,Kerala
Pullalacheruvu,Andhra Pradesh,Andhra Pradesh
Sirikonda,Andhra Pradesh,Andhra Pradesh
Jogiara,Bih?r,Bihar
Gondauli,Uttar Pradesh,Uttar Pradesh
Vannikkonendal,Tamil N?du,Tamil Nadu
Amtala,Assam,Assam
Sulahpet,Karn?taka,Karnataka
Mandalavadi,Tamil N?du,Tamil Nadu
Sakaddi,Bih?r,Bihar
Keora,Bih?r,Bihar
Kadiyadda,Andhra Pradesh,Andhra Pradesh
Khetko,Jh?rkhand,Jharkhand
Shankarpur,Bih?r,Bihar
Malangam,Jammu and Kashm?r,Jammu and Kashmir
Jaimalpura,Hary?na,Haryana
Karariya,Bih?r,Bihar
Tirumalaippatti,Tamil N?du,Tamil Nadu
Sewari,R?jasth?n,Rajasthan
Kalkuni,Karn?taka,Karnataka
Duvvuru,Andhra Pradesh,Andhra Pradesh
Nimmekal,Andhra Pradesh,Andhra Pradesh
Nellutla,Andhra Pradesh,Andhra Pradesh
Pallippatti,Tamil N?du,Tamil Nadu
Madnur,Andhra Pradesh,Andhra Pradesh
Chak Habib,Bih?r,Bihar
Vinjam,Andhra Pradesh,Andhra Pradesh
Timmapuram,Andhra Pradesh,Andhra Pradesh
Madanancheri,Tamil N?du,Tamil Nadu
Sanwas,Bih?r,Bihar
Birpur,Jammu and Kashm?r,Jammu and Kashmir
Ablu,Punjab,Punjab
Tamganj,Bih?r,Bihar
Hamsavaram,Andhra Pradesh,Andhra Pradesh
Mahagaon,Karn?taka,Karnataka
Satwar,Bih?r,Bihar
Ramgarh,Bih?r,Bihar
Jonnagiri,Andhra Pradesh,Andhra Pradesh
Chakla Waini,Bih?r,Bihar
Kodavatipudi,Andhra Pradesh,Andhra Pradesh
Valasa,Andhra Pradesh,Andhra Pradesh
Kukraun,Bih?r,Bihar
Basmanpur,Bih?r,Bihar
Vadapalanji,Tamil N?du,Tamil Nadu
Adigoppula,Andhra Pradesh,Andhra Pradesh
Rangvasa,Madhya Pradesh,Madhya Pradesh
Mansong,West Bengal,West Bengal
Barun,Bih?r,Bihar
Sorala,Odisha,Odisha
Malipakar,West Bengal,West Bengal
Iklod,R?jasth?n,Rajasthan
